folio;depto;area;s09a_01;s09a_01a;s09a_02;s09a_02a;s09a_03;s09a_03a;s09a_04;s09a_04a;s09a_05;s09a_05a;s09a_06;s09a_06a;s09a_07;s09a_07a;s09a_08;s09a_08a;s09a_09;s09a_09a;s09a_10;s09a_11;s09a_11a;s09a_12;s09a_12a;s09a_13;s09a_13a;s09a_14;s09a_14a;s09a_15;s09a_15a;s09a_16;s09a_16a;s09a_17;s09a_17a;upm;estrato;factor
143-03286412787-A-0071;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-03286412787-A;23;248,061832695556
143-03286412787-A-0091;Chuquisaca;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-03286412787-A;23;248,061832695556
143-03286412787-A-0111;Chuquisaca;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;143-03286412787-A;23;248,061832695556
143-03286412787-A-0131;Chuquisaca;Rural;1. Si;1. Si;2. No; ;2. No; ;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-03286412787-A;23;248,061832695556
143-03286412787-A-0151;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-03286412787-A;23;248,061832695556
143-03286412787-A-0171;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-03286412787-A;23;248,061832695556
143-03286412787-A-0191;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-03286412787-A;23;248,061832695556
143-03286412787-A-0211;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-03286412787-A;23;248,061832695556
143-03286412787-A-0231;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-03286412787-A;23;248,061832695556
143-03507995904-A-0011;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;143-03507995904-A;23;314,571164650161
143-03507995904-A-0021;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;143-03507995904-A;23;314,571164650161
143-03507995904-A-0041;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-03507995904-A;23;314,571164650161
143-03507995904-A-0051;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;143-03507995904-A;23;314,571164650161
143-03507995904-A-0061;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;143-03507995904-A;23;314,571164650161
143-03507995904-A-0071;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-03507995904-A;23;314,571164650161
143-03507995904-A-0081;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-03507995904-A;23;314,571164650161
143-03507995904-A-0091;Chuquisaca;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-03507995904-A;23;314,571164650161
143-03507995904-A-0111;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-03507995904-A;23;314,571164650161
143-03507995904-A-0121;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-03507995904-A;23;314,571164650161
143-03507995904-A-0131;Chuquisaca;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-03507995904-A;23;314,571164650161
143-03507995904-A-0141;Chuquisaca;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-03507995904-A;23;314,571164650161
143-03874405376-A-0171;Chuquisaca;Rural;1. Si;1. Si;2. No; ;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-03874405376-A;23;91,3271123177888
143-03874405376-A-0191;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-03874405376-A;23;91,3271123177888
143-03874405376-A-0211;Chuquisaca;Rural;2. No; ;2. No; ;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-03874405376-A;23;91,3271123177888
143-03875737033-A-0091;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-03875737033-A;23;91,3271123177888
143-03875737033-A-0101;Chuquisaca;Rural;1. Si;1. Si;2. No; ;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-03875737033-A;23;91,3271123177888
143-03875737033-A-0121;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;143-03875737033-A;23;91,3271123177888
143-03875737033-A-0141;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-03875737033-A;23;91,3271123177888
143-03875737033-A-0161;Chuquisaca;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-03875737033-A;23;91,3271123177888
143-04073341944-D-0041;Chuquisaca;Rural;1. Si;1. Si;1. Si;2. No;1. Si;2. No;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;143-04073341944-D;23;160,321983528268
143-04073341944-D-0091;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;143-04073341944-D;23;160,321983528268
143-04073341944-D-0151;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-04073341944-D;23;160,321983528268
143-04073341944-D-0201;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-04073341944-D;23;160,321983528268
143-04073341944-D-0261;Chuquisaca;Rural;1. Si;1. Si;2. No; ;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;143-04073341944-D;23;160,321983528268
143-04073341944-D-0311;Chuquisaca;Rural;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ;1. Si;1. Si;2. No; ;2. No; ;2. No; ;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ;2. No; ;143-04073341944-D;23;160,321983528268
143-04073341944-D-0371;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;143-04073341944-D;23;160,321983528268
143-04073341944-D-0421;Chuquisaca;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;1. Si;1. Si;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-04073341944-D;23;160,321983528268
143-04073341944-D-0481;Chuquisaca;Rural;1. Si;2. No;2. No; ;2. No; ;1. Si;2. No;2. No; ;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;143-04073341944-D;23;160,321983528268
143-04073341944-D-0531;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;143-04073341944-D;23;160,321983528268
143-04073341944-D-0591;Chuquisaca;Rural;1. Si;1. Si;2. No; ;2. No; ;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;143-04073341944-D;23;160,321983528268
143-04073341944-D-0641;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;143-04073341944-D;23;160,321983528268
143-04210771628-D-0041;Chuquisaca;Rural;1. Si;1. Si;2. No; ;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;1. Si;2. No;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-04210771628-D;23;158,607309907644
143-04210771628-D-0071;Chuquisaca;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-04210771628-D;23;158,607309907644
143-04210771628-D-0101;Chuquisaca;Rural;1. Si;1. Si;2. No; ;1. Si;1. Si;1. Si;1. Si;2. No; ;1. Si;2. No;2. No; ;2. No; ;2. No; ;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-04210771628-D;23;158,607309907644
143-04210771628-D-0141;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-04210771628-D;23;158,607309907644
143-04210771628-D-0171;Chuquisaca;Rural;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ;1. Si;1. Si;2. No; ;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ;1. Si;1. Si;2. No; ;143-04210771628-D;23;158,607309907644
143-04210771628-D-0201;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-04210771628-D;23;158,607309907644
143-04210771628-D-0241;Chuquisaca;Rural;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ;2. No; ;143-04210771628-D;23;158,607309907644
143-04210771628-D-0271;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;143-04210771628-D;23;158,607309907644
143-04210771628-D-0301;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;143-04210771628-D;23;158,607309907644
143-04210771628-D-0341;Chuquisaca;Rural;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;143-04210771628-D;23;158,607309907644
143-04210771628-D-0371;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-04210771628-D;23;158,607309907644
143-04210771628-D-0401;Chuquisaca;Rural;1. Si;1. Si;2. No; ;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ;1. Si;1. Si;2. No; ;143-04210771628-D;23;158,607309907644
143-04341695670-A-0081;Chuquisaca;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;143-04341695670-A;23;109,136934674546
143-04341695670-A-0101;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-04341695670-A;23;109,136934674546
143-04341695670-A-0111;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-04341695670-A;23;109,136934674546
143-04341695670-A-0131;Chuquisaca;Rural;1. Si;1. Si;2. No; ;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;143-04341695670-A;23;109,136934674546
143-04341695670-A-0141;Chuquisaca;Rural;1. Si;2. No;2. No; ;1. Si;1. Si;1. Si;1. Si;1. Si;2. No;1. Si;2. No;2. No; ;1. Si;2. No;2. No; ;1. Si;1. Si;2. No;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-04341695670-A;23;109,136934674546
143-04341695670-A-0151;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;143-04341695670-A;23;109,136934674546
143-04341695670-A-0171;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-04341695670-A;23;109,136934674546
143-04433430851-A-0011;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-04433430851-A;23;166,915311855188
143-04433430851-A-0021;Chuquisaca;Rural;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;143-04433430851-A;23;166,915311855188
143-04433430851-A-0031;Chuquisaca;Rural;1. Si;1. Si;2. No; ;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ;1. Si;2. No;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;143-04433430851-A;23;166,915311855188
143-04433430851-A-0041;Chuquisaca;Rural;1. Si;1. Si;1. Si;2. No;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;143-04433430851-A;23;166,915311855188
143-04433430851-A-0051;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;143-04433430851-A;23;166,915311855188
143-04433430851-A-0061;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;143-04433430851-A;23;166,915311855188
143-04433430851-A-0071;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;143-04433430851-A;23;166,915311855188
143-04433430851-A-0081;Chuquisaca;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;143-04433430851-A;23;166,915311855188
143-04433430851-A-0091;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;143-04433430851-A;23;166,915311855188
143-04433430851-A-0101;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-04433430851-A;23;166,915311855188
143-04433430851-A-0121;Chuquisaca;Rural;1. Si;1. Si;2. No; ;2. No; ;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-04433430851-A;23;166,915311855188
143-04433430851-A-0131;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;143-04433430851-A;23;166,915311855188
144-03578454042-A-0181;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;144-03578454042-A;24;332,869730465282
144-03578454042-A-0211;Chuquisaca;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;144-03578454042-A;24;332,869730465282
144-03578454042-A-0241;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;144-03578454042-A;24;332,869730465282
144-03578454042-A-0271;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;144-03578454042-A;24;332,869730465282
144-03578454042-A-0301;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;144-03578454042-A;24;332,869730465282
144-03578454042-A-0331;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;144-03578454042-A;24;332,869730465282
144-03578454042-A-0361;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;144-03578454042-A;24;332,869730465282
144-03579428915-A-0031;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;144-03579428915-A;24;332,869730465282
144-03579428915-A-0061;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;144-03579428915-A;24;332,869730465282
144-03579428915-A-0091;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;144-03579428915-A;24;332,869730465282
144-03579428915-A-0121;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;144-03579428915-A;24;332,869730465282
144-03579428915-A-0151;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;144-03579428915-A;24;332,869730465282
144-03875078575-A-0021;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;144-03875078575-A;23;91,3271123177888
144-03875078575-A-0031;Chuquisaca;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;144-03875078575-A;23;91,3271123177888
144-03875078575-A-0051;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;144-03875078575-A;23;91,3271123177888
144-03875078575-A-0071;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;144-03875078575-A;23;91,3271123177888
144-04108660725-A-0021;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;144-04108660725-A;24;208,043581540801
144-04108660725-A-0031;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;144-04108660725-A;24;208,043581540801
144-04108660725-A-0051;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;144-04108660725-A;24;208,043581540801
144-04108660725-A-0061;Chuquisaca;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;144-04108660725-A;24;208,043581540801
144-04108660725-A-0081;Chuquisaca;Rural;1. Si;1. Si;2. No; ;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;144-04108660725-A;24;208,043581540801
144-04108660725-A-0091;Chuquisaca;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;144-04108660725-A;24;208,043581540801
144-04108660725-A-0111;Chuquisaca;Rural;1. Si;1. Si;2. No; ;1. Si;2. No;2. No; ;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;144-04108660725-A;24;208,043581540801
144-04108660725-A-0121;Chuquisaca;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;144-04108660725-A;24;208,043581540801
