"","folio","depto","area","s07a_01","s07a_01e","s07a_02","s07a_03","s07a_04","s07a_05","s07a_06","s07a_07_1","s07a_07_2","s07a_07_3","s07a_07_4","upm","estrato","factor"
"8445","713-05213112547-A-0231","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","2. No","1. Si","1. Si","713-05213112547-A",13,668.021720941885
"8446","713-05213112547-A-0261","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","2. No","1. Si","1. Si","1. Si","713-05213112547-A",13,668.021720941885
"8447","713-05213112547-A-0301","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","2. No","2. No","1. Si","713-05213112547-A",13,668.021720941885
"8448","713-05213112547-A-0331","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","1. Si","1. Si","2. No","713-05213112547-A",13,668.021720941885
"8449","713-05213112547-A-0361","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","2. No","2. No","2. No","713-05213112547-A",13,668.021720941885
"8450","713-05213112547-A-0391","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","2. No","2. No","1. Si","713-05213112547-A",13,668.021720941885
"8451","713-05215018184-A-0031","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","2. No","2. No","1. Si","713-05215018184-A",13,541.066182283259
"8452","713-05215018184-A-0071","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","2. A una cámara séptica","1. Si","2. No",NA,"2. No","2. No","2. No","2. No","713-05215018184-A",13,541.066182283259
"8453","713-05215018184-A-0121","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","2. No","1. Si","2. No","713-05215018184-A",13,541.066182283259
"8454","713-05215018184-A-0211","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","3. A un pozo de absorción","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","2. No","1. Si","1. Si","713-05215018184-A",13,541.066182283259
"8455","713-05215018184-A-0261","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","3. A un pozo de absorción","1. Si","2. No",NA,"2. No","2. No","2. No","1. Si","713-05215018184-A",13,541.066182283259
"8456","713-05215018184-A-0311","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","2. No","2. No","1. Si","713-05215018184-A",13,541.066182283259
"8457","713-05215018184-A-0351","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","3. A un pozo de absorción","1. Si","2. No",NA,"1. Si","2. No","1. Si","2. No","713-05215018184-A",13,541.066182283259
"8458","713-05215018184-A-0401","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","2. No","2. No","1. Si","713-05215018184-A",13,541.066182283259
"8459","713-05215018184-A-0491","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","2. No","1. Si","2. No","1. Si","713-05215018184-A",13,541.066182283259
"8460","713-05215018184-A-0571","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","2. No","2. No","1. Si","713-05215018184-A",13,541.066182283259
"8461","713-05215018184-A-0581","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","2. No","1. Si","2. No","713-05215018184-A",13,541.066182283259
"8462","713-05217042529-A-0011","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","2. No","1. Si","1. Si","2. No","713-05217042529-A",13,514.20092993553
"8463","713-05217042529-A-0041","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","2. No","1. Si","2. No","1. Si","713-05217042529-A",13,514.20092993553
"8464","713-05217042529-A-0071","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","2. No","1. Si","1. Si","1. Si","713-05217042529-A",13,514.20092993553
"8465","713-05217042529-A-0101","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","2. No","2. No","1. Si","1. Si","713-05217042529-A",13,514.20092993553
"8466","713-05217042529-A-0131","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","2. A una cámara séptica","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","2. No","1. Si","2. No","713-05217042529-A",13,514.20092993553
"8467","713-05217042529-A-0161","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","2. A una cámara séptica","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","2. No","1. Si","1. Si","713-05217042529-A",13,514.20092993553
"8468","713-05217042529-A-0201","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","2. No","2. No","1. Si","713-05217042529-A",13,514.20092993553
"8469","713-05217042529-A-0231","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","2. No","2. No","1. Si","713-05217042529-A",13,514.20092993553
"8470","713-05217042529-A-0261","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","1. Si","1. Si","713-05217042529-A",13,514.20092993553
"8471","713-05217042529-A-0291","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","2. No","2. No","1. Si","713-05217042529-A",13,514.20092993553
"8472","713-05217042529-A-0321","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","1. Si","1. Si","713-05217042529-A",13,514.20092993553
"8473","713-05217042529-A-0351","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","1. Si","1. Si","2. No","713-05217042529-A",13,514.20092993553
"8474","713-05218788321-A-0051","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","1. Si","2. No","713-05218788321-A",13,632.945345312491
"8475","713-05218788321-A-0091","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","1. Si","1. Si","2. No","713-05218788321-A",13,632.945345312491
"8476","713-05218788321-A-0141","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","2. No","1. Si","2. No","1. Si","713-05218788321-A",13,632.945345312491
"8477","713-05218788321-A-0191","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","2. No","2. No","1. Si","713-05218788321-A",13,632.945345312491
"8478","713-05218788321-A-0241","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","2. No","2. No","1. Si","713-05218788321-A",13,632.945345312491
"8479","713-05218788321-A-0291","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","2. No","2. No","2. No","1. Si","713-05218788321-A",13,632.945345312491
"8480","713-05218788321-A-0381","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","2. No","2. No","1. Si","2. No","713-05218788321-A",13,632.945345312491
"8481","713-05218788321-A-0431","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","1. Si","1. Si","713-05218788321-A",13,632.945345312491
"8482","713-05218788321-A-0481","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","2. Letrina de pozo ciego con piso",NA,"1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","2. No","2. No","1. Si","1. Si","713-05218788321-A",13,632.945345312491
"8483","713-05218788321-A-0531","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","2. No","2. No","1. Si","713-05218788321-A",13,632.945345312491
"8484","713-05218788321-A-0581","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","2. No","2. No","2. No","713-05218788321-A",13,632.945345312491
"8485","713-05220631579-A-0021","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","2. No","2. No","1. Si","713-05220631579-A",13,418.978535503024
"8486","713-05220631579-A-0071","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","2. No","2. No","1. Si","713-05220631579-A",13,418.978535503024
"8487","713-05220631579-A-0121","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","2. No","2. No","1. Si","1. Si","713-05220631579-A",13,418.978535503024
"8488","713-05220631579-A-0161","Santa Cruz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","2. No","1. Si","2. No","1. Si","713-05220631579-A",13,418.978535503024
"8489","713-05220631579-A-0211","Santa Cruz","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","2. No","1. Si","713-05220631579-A",13,418.978535503024
